ID do Cliente,Idade,Gênero,Item Comprado,Categoria,Valor da Compra (R$),Localização,Tamanho,Cor,Estação,Avaliação,Status de Assinatura,Tipo de Envio,Desconto Aplicado,Código Promocional Utilizado,Compras Anteriores,Método de Pagamento,Frequência de Compras
27,38,Masculino,Bolsa,Acessórios,20,Campo Grande,M,Vermelho,Primavera,3.6,Sim,Ar Do Dia Seguinte,Sim,Sim,13,Pix,Anualmente
28,56,Masculino,Luvas,Roupas,56,Goiânia,L,Ciano,Verão,5.0,Sim,Ar Do Dia Seguinte,Sim,Sim,7,Pix,Cada 3 Meses
29,54,Masculino,Luvas,Roupas,94,Salvador,M,Cinza,Cair,4.4,Sim,Frete Grátis,Sim,Sim,41,Cartão de Crédito,Cada 3 Meses
30,31,Masculino,Cachecol,Acessórios,48,Manaus,S,Preto,Cair,4.1,Sim,Retirada Na Loja,Sim,Sim,14,Cartão de Crédito,Semanalmente
31,57,Masculino,Meias,Acessórios,31,Campo Grande,L,Preto,Inverno,4.7,Sim,Padrão,Sim,Sim,16,Cartão de Crédito,Por Mês
32,33,Masculino,Luvas,Roupas,79,Florianópolis,L,Marrom,Inverno,4.7,Sim,Retirada Na Loja,Sim,Sim,45,Transferência Bancária,Por Mês
33,36,Masculino,Tênis,Calçados,67,Natal,M,Prata,Verão,4.9,Sim,Frete Grátis,Sim,Sim,37,Pix,Anualmente
34,54,Masculino,Jaqueta,Roupas,38,Goiânia,L,Verde,Verão,3.3,Sim,Retirada Na Loja,Sim,Sim,45,Pix,Trimestral
35,36,Masculino,Mochila,Acessórios,91,Campo Grande,L,Tolet,Primavera,4.6,Sim,Envio Em 2 Dias,Sim,Sim,38,Dinheiro,Trimestral
36,54,Masculino,Cachecol,Acessórios,33,Belém,M,Ciano,Verão,4.0,Sim,Envio Em 2 Dias,Sim,Sim,48,Pix,Bi-Semanalmente
37,35,Masculino,Shorts,Roupas,69,São Paulo,M,Marrom,Inverno,4.6,Sim,Frete Grátis,Sim,Sim,44,Transferência Bancária,Quinzenal
38,35,Masculino,Shorts,Roupas,45,Teresina,S,Ciano,Verão,2.8,Sim,Retirada Na Loja,Sim,Sim,10,Transferência Bancária,Semanalmente
39,29,Masculino,Mochila,Acessórios,37,Natal,M,Vermelho,Inverno,3.7,Sim,Envio Em 2 Dias,Sim,Sim,44,Transferência Bancária,Cada 3 Meses
40,70,Masculino,Cinto,Acessórios,60,Belém,S,Turquesa,Verão,4.2,Sim,Expressa,Sim,Sim,18,Dinheiro,Por Mês
41,69,Masculino,Mochila,Acessórios,76,São Paulo,L,Bege,Inverno,4.6,Sim,Ar Do Dia Seguinte,Sim,Sim,31,Cartão de Crédito,Trimestral
42,67,Masculino,Meias,Acessórios,39,Goiânia,M,Laranja,Primavera,4.5,Sim,Padrão,Sim,Sim,40,Cartão de Crédito,Anualmente
43,20,Masculino,Jaqueta,Roupas,100,Rio de Janeiro,M,Bege,Primavera,4.1,Sim,Frete Grátis,Sim,Sim,15,Transferência Bancária,Anualmente
44,25,Masculino,Blusa,Roupas,69,Porto Alegre,L,Lavanda,Cair,3.7,Sim,Retirada Na Loja,Sim,Sim,19,Dinheiro,Quinzenal
45,39,Masculino,Chapéu,Acessórios,53,Rio de Janeiro,S,Prata,Verão,4.6,Sim,Frete Grátis,Sim,Sim,45,Dinheiro,Semanalmente
46,50,Masculino,Saia,Roupas,21,Rio de Janeiro,XL,Indigo,Cair,2.9,Sim,Envio Em 2 Dias,Sim,Sim,25,Cartão de Crédito,Anualmente
47,57,Masculino,Saia,Roupas,43,Salvador,L,Branco,Verão,2.9,Sim,Retirada Na Loja,Sim,Sim,45,Cartão de Débito,Trimestral
48,55,Masculino,Chapéu,Acessórios,54,João Pessoa,M,Carvão,Inverno,4.5,Sim,Frete Grátis,Sim,Sim,36,Cartão de Crédito,Semanalmente
49,42,Masculino,Cinto,Acessórios,55,Cuiabá,M,Laranja,Verão,2.7,Sim,Retirada Na Loja,Sim,Sim,38,Dinheiro,Por Mês
50,68,Masculino,Casaco,Roupas,30,Brasília,S,Indigo,Primavera,4.6,Sim,Ar Do Dia Seguinte,Sim,Sim,34,Cartão de Débito,Bi-Semanalmente
51,49,Masculino,Óculos de Sol,Acessórios,28,Manaus,M,Vermelho,Primavera,3.7,Sim,Retirada Na Loja,Sim,Sim,39,Pix,Bi-Semanalmente
52,59,Masculino,Sandálias,Calçados,59,Recife,XL,Cinza,Inverno,4.7,Sim,Envio Em 2 Dias,Sim,Sim,7,Transferência Bancária,Trimestral
53,42,Masculino,Tênis,Calçados,20,Palmas,M,Verde,Verão,2.6,Sim,Frete Grátis,Sim,Sim,26,Pix,Semanalmente
54,29,Masculino,Saia,Roupas,24,Salvador,S,Pêssego,Inverno,3.9,Sim,Ar Do Dia Seguinte,Sim,Sim,35,Pix,Semanalmente
55,47,Masculino,Calças,Roupas,94,Curitiba,M,Marrom,Verão,4.2,Sim,Ar Do Dia Seguinte,Sim,Sim,35,Pix,Bi-Semanalmente
56,40,Masculino,Óculos de Sol,Acessórios,28,São Paulo,M,Lavanda,Inverno,3.0,Sim,Envio Em 2 Dias,Sim,Sim,49,Cartão de Débito,Anualmente
57,41,Masculino,Tênis,Calçados,73,Salvador,XL,Marrom,Verão,4.7,Sim,Retirada Na Loja,Sim,Sim,46,Cartão de Crédito,Semanalmente
58,21,Masculino,Moletom,Roupas,64,Manaus,M,Branco,Verão,4.4,Sim,Retirada Na Loja,Sim,Sim,17,Cartão de Débito,Quinzenal
59,69,Masculino,Luvas,Roupas,54,Belo Horizonte,M,Carvão,Verão,4.2,Sim,Frete Grátis,Sim,Sim,29,Transferência Bancária,Por Mês
60,63,Masculino,Luvas,Roupas,79,Belém,L,Yellow,Primavera,4.6,Sim,Padrão,Sim,Sim,4,Cartão de Crédito,Semanalmente
61,50,Masculino,Jaqueta,Roupas,37,Teresina,L,Marrom,Verão,4.0,Sim,Expressa,Sim,Sim,17,Dinheiro,Semanalmente
62,55,Masculino,Sandálias,Calçados,68,Cuiabá,M,Laranja,Inverno,4.7,Sim,Retirada Na Loja,Sim,Sim,21,Cartão de Débito,Cada 3 Meses
63,30,Masculino,Cinto,Acessórios,21,Belém,S,Magenta,Primavera,3.8,Sim,Frete Grátis,Sim,Sim,31,Transferência Bancária,Quinzenal
64,33,Masculino,Botas,Calçados,79,Recife,L,Lavanda,Inverno,2.7,Sim,Envio Em 2 Dias,Sim,Sim,43,Dinheiro,Semanalmente
65,65,Masculino,Jaqueta,Roupas,83,Fortaleza,S,Verde,Cair,4.8,Sim,Padrão,Sim,Sim,18,Boleto Bancário,Quinzenal
66,65,Masculino,Botas,Calçados,36,Porto Alegre,M,Roxa,Primavera,4.8,Sim,Envio Em 2 Dias,Sim,Sim,44,Pix,Cada 3 Meses
67,31,Masculino,Chapéu,Acessórios,94,Manaus,S,Magenta,Inverno,4.7,Sim,Envio Em 2 Dias,Sim,Sim,3,Pix,Cada 3 Meses
68,45,Masculino,Sandálias,Calçados,33,Goiânia,L,Cinza,Inverno,4.4,Sim,Retirada Na Loja,Sim,Sim,49,Transferência Bancária,Por Mês
69,57,Masculino,Bolsa,Acessórios,46,Goiânia,L,Prata,Verão,3.9,Sim,Ar Do Dia Seguinte,Sim,Sim,21,Cartão de Débito,Cada 3 Meses
70,48,Masculino,Meias,Acessórios,70,Brasília,S,Ciano,Verão,4.4,Sim,Expressa,Sim,Sim,5,Dinheiro,Semanalmente
71,22,Masculino,Botas,Calçados,29,Goiânia,M,Magenta,Cair,4.2,Sim,Expressa,Sim,Sim,32,Pix,Cada 3 Meses
72,36,Masculino,Sandálias,Calçados,48,Palmas,L,Ouro,Verão,2.9,Sim,Expressa,Sim,Sim,34,Dinheiro,Anualmente
73,18,Masculino,Suéter,Roupas,26,João Pessoa,M,Oliva,Inverno,2.9,Sim,Retirada Na Loja,Sim,Sim,21,Dinheiro,Cada 3 Meses
74,48,Masculino,Luvas,Roupas,85,Goiânia,M,Cerceta,Primavera,2.7,Sim,Frete Grátis,Sim,Sim,43,Transferência Bancária,Bi-Semanalmente
75,49,Masculino,Tênis,Calçados,58,Porto Alegre,L,Tolet,Primavera,4.5,Sim,Expressa,Sim,Sim,3,Cartão de Débito,Por Mês
76,64,Masculino,Cachecol,Acessórios,85,Manaus,M,Azul,Verão,2.7,Sim,Frete Grátis,Sim,Sim,21,Transferência Bancária,Anualmente
77,50,Masculino,Tênis,Calçados,43,Belo Horizonte,S,Cerceta,Verão,4.2,Sim,Frete Grátis,Sim,Sim,32,Transferência Bancária,Por Mês
78,22,Masculino,Mochila,Acessórios,53,Recife,L,Ouro,Verão,3.3,Sim,Ar Do Dia Seguinte,Sim,Sim,36,Pix,Quinzenal
79,50,Masculino,Suéter,Roupas,91,Recife,M,Marrom,Primavera,4.7,Sim,Frete Grátis,Sim,Sim,50,Dinheiro,Quinzenal
80,38,Masculino,Cinto,Acessórios,96,Manaus,M,Oliva,Inverno,2.6,Sim,Envio Em 2 Dias,Sim,Sim,43,Pix,Cada 3 Meses
81,19,Masculino,Botas,Calçados,72,Palmas,XL,Azul,Verão,3.3,Sim,Retirada Na Loja,Sim,Sim,24,Transferência Bancária,Cada 3 Meses
82,67,Masculino,Sapatos,Calçados,96,Salvador,L,Marrom,Verão,2.6,Sim,Expressa,Sim,Sim,36,Transferência Bancária,Cada 3 Meses
83,19,Masculino,Jaqueta,Roupas,28,Recife,S,Oliva,Primavera,4.0,Sim,Envio Em 2 Dias,Sim,Sim,21,Dinheiro,Cada 3 Meses
84,36,Masculino,Camisa,Roupas,40,Salvador,M,Turquesa,Verão,4.1,Sim,Padrão,Sim,Sim,34,Dinheiro,Semanalmente
85,52,Masculino,Bolsa,Acessórios,32,Goiânia,S,Pêssego,Primavera,4.4,Sim,Padrão,Sim,Sim,42,Pix,Cada 3 Meses
86,53,Masculino,Tênis,Calçados,95,São Paulo,M,Carvão,Inverno,4.5,Sim,Ar Do Dia Seguinte,Sim,Sim,2,Dinheiro,Bi-Semanalmente
87,24,Masculino,Saia,Roupas,41,São Paulo,L,Rosa,Primavera,3.7,Sim,Envio Em 2 Dias,Sim,Sim,47,Cartão de Crédito,Bi-Semanalmente
88,52,Masculino,Jaqueta,Roupas,53,Cuiabá,M,Verde,Cair,3.7,Sim,Envio Em 2 Dias,Sim,Sim,44,Cartão de Débito,Quinzenal
89,33,Masculino,Suéter,Roupas,47,Curitiba,M,Laranja,Cair,3.5,Sim,Frete Grátis,Sim,Sim,35,Boleto Bancário,Por Mês
90,47,Masculino,Joias,Acessórios,83,Salvador,XL,Rosa,Cair,3.6,Sim,Ar Do Dia Seguinte,Sim,Sim,15,Pix,Trimestral
91,25,Masculino,Suéter,Roupas,48,Belo Horizonte,L,Tolet,Verão,2.9,Sim,Expressa,Sim,Sim,29,Cartão de Débito,Por Mês
92,44,Masculino,Meias,Acessórios,99,Brasília,S,Verde,Inverno,4.6,Sim,Padrão,Sim,Sim,18,Pix,Cada 3 Meses
93,61,Masculino,Jaqueta,Roupas,87,João Pessoa,M,Oliva,Inverno,4.4,Sim,Envio Em 2 Dias,Sim,Sim,13,Dinheiro,Cada 3 Meses
94,37,Masculino,Casaco,Roupas,62,Belém,M,Roxa,Cair,4.5,Sim,Padrão,Sim,Sim,46,Dinheiro,Semanalmente
95,58,Masculino,Moletom,Roupas,76,Rio de Janeiro,S,Prata,Primavera,4.6,Sim,Frete Grátis,Sim,Sim,28,Cartão de Crédito,Semanalmente
96,37,Masculino,Casaco,Roupas,100,Cuiabá,L,Rosa,Cair,3.8,Sim,Frete Grátis,Sim,Sim,48,Cartão de Débito,Por Mês
97,32,Masculino,Jaqueta,Roupas,73,São Paulo,S,Ouro,Primavera,3.6,Sim,Expressa,Sim,Sim,43,Pix,Cada 3 Meses
98,21,Masculino,Cinto,Acessórios,92,Porto Alegre,M,Cerceta,Inverno,4.8,Sim,Retirada Na Loja,Sim,Sim,37,Pix,Anualmente
99,20,Masculino,Saia,Roupas,67,Cuiabá,XL,Cerceta,Primavera,2.6,Sim,Ar Do Dia Seguinte,Sim,Sim,20,Boleto Bancário,Anualmente
100,26,Masculino,Chapéu,Acessórios,40,Palmas,XL,Indigo,Verão,3.7,Sim,Expressa,Sim,Sim,33,Dinheiro,Trimestral
101,62,Masculino,Cinto,Acessórios,98,Goiânia,M,Marrom,Cair,2.7,Sim,Expressa,Sim,Sim,31,Cartão de Crédito,Quinzenal
102,27,Masculino,Shorts,Roupas,85,João Pessoa,XL,Branco,Primavera,4.6,Sim,Expressa,Sim,Sim,50,Boleto Bancário,Bi-Semanalmente
103,51,Masculino,Tênis,Calçados,67,Manaus,L,Tolet,Inverno,4.8,Sim,Ar Do Dia Seguinte,Sim,Sim,35,Cartão de Crédito,Trimestral
104,54,Masculino,Bolsa,Acessórios,89,Recife,L,Vermelho,Inverno,4.0,Sim,Ar Do Dia Seguinte,Sim,Sim,22,Transferência Bancária,Bi-Semanalmente
105,55,Masculino,Chapéu,Acessórios,24,Fortaleza,L,Rosa,Primavera,4.4,Sim,Envio Em 2 Dias,Sim,Sim,1,Boleto Bancário,Por Mês
106,69,Masculino,Chapéu,Acessórios,96,Porto Alegre,M,Carvão,Cair,3.6,Sim,Ar Do Dia Seguinte,Sim,Sim,4,Boleto Bancário,Anualmente
107,64,Masculino,Casaco,Roupas,35,Recife,L,Branco,Verão,3.7,Sim,Padrão,Sim,Sim,31,Boleto Bancário,Por Mês
108,28,Masculino,Joias,Acessórios,67,Palmas,L,Oliva,Inverno,3.1,Sim,Ar Do Dia Seguinte,Sim,Sim,46,Transferência Bancária,Quinzenal
109,70,Masculino,Luvas,Roupas,79,Campo Grande,L,Roxa,Primavera,3.4,Sim,Ar Do Dia Seguinte,Sim,Sim,32,Cartão de Crédito,Bi-Semanalmente
110,58,Masculino,Saia,Roupas,85,Rio de Janeiro,M,Tolet,Primavera,2.6,Sim,Ar Do Dia Seguinte,Sim,Sim,43,Pix,Quinzenal
111,56,Masculino,Suéter,Roupas,26,Aracaju,M,Preto,Verão,4.0,Sim,Padrão,Sim,Sim,26,Boleto Bancário,Quinzenal
112,26,Masculino,Jaqueta,Roupas,75,Recife,L,Roxa,Verão,5.0,Sim,Frete Grátis,Sim,Sim,9,Dinheiro,Anualmente
113,37,Masculino,Saia,Roupas,65,Goiânia,M,Vermelho,Primavera,4.3,Sim,Frete Grátis,Sim,Sim,28,Transferência Bancária,Bi-Semanalmente
114,44,Masculino,Cachecol,Acessórios,54,Aracaju,L,Marrom,Inverno,3.1,Sim,Ar Do Dia Seguinte,Sim,Sim,20,Boleto Bancário,Trimestral
115,70,Masculino,Bolsa,Acessórios,95,Curitiba,S,Azul,Verão,3.7,Sim,Retirada Na Loja,Sim,Sim,9,Cartão de Crédito,Semanalmente
116,53,Masculino,Óculos de Sol,Acessórios,94,Goiânia,M,Cinza,Primavera,3.8,Sim,Padrão,Sim,Sim,48,Boleto Bancário,Cada 3 Meses
117,55,Masculino,Bolsa,Acessórios,86,Palmas,S,Azul,Primavera,3.4,Sim,Frete Grátis,Sim,Sim,12,Dinheiro,Anualmente
118,50,Masculino,Casaco,Roupas,32,Natal,L,Yellow,Verão,4.6,Sim,Expressa,Sim,Sim,29,Cartão de Débito,Quinzenal
119,50,Masculino,Cachecol,Acessórios,45,Brasília,L,Laranja,Cair,4.8,Sim,Envio Em 2 Dias,Sim,Sim,27,Cartão de Débito,Bi-Semanalmente
120,38,Masculino,Mochila,Acessórios,76,Belo Horizonte,M,Laranja,Cair,4.3,Sim,Expressa,Sim,Sim,44,Cartão de Crédito,Anualmente
121,64,Masculino,Calças,Roupas,84,Recife,L,Vermelho,Verão,4.0,Sim,Expressa,Sim,Sim,32,Pix,Anualmente
122,19,Masculino,Luvas,Roupas,72,Natal,M,Oliva,Inverno,4.2,Sim,Padrão,Sim,Sim,11,Boleto Bancário,Quinzenal
123,40,Masculino,Óculos de Sol,Acessórios,40,Goiânia,L,Marrom,Primavera,4.8,Sim,Envio Em 2 Dias,Sim,Sim,44,Cartão de Crédito,Quinzenal
124,57,Masculino,Jaqueta,Roupas,89,Manaus,L,Marrom,Cair,3.1,Sim,Frete Grátis,Sim,Sim,46,Dinheiro,Semanalmente
125,44,Masculino,Mochila,Acessórios,86,Campo Grande,M,Cinza,Primavera,3.1,Sim,Ar Do Dia Seguinte,Sim,Sim,50,Dinheiro,Anualmente
126,49,Masculino,Saia,Roupas,54,Brasília,M,Indigo,Inverno,3.6,Sim,Ar Do Dia Seguinte,Sim,Sim,45,Cartão de Crédito,Cada 3 Meses
127,43,Masculino,Sandálias,Calçados,36,Belém,L,Rosa,Primavera,3.9,Sim,Retirada Na Loja,Sim,Sim,48,Dinheiro,Cada 3 Meses
128,24,Masculino,Casaco,Roupas,89,Palmas,M,Cinza,Inverno,4.8,Sim,Ar Do Dia Seguinte,Sim,Sim,26,Cartão de Débito,Semanalmente
129,20,Masculino,Chapéu,Acessórios,32,Natal,M,Ouro,Primavera,4.7,Sim,Padrão,Sim,Sim,21,Transferência Bancária,Quinzenal
130,24,Masculino,Vestido,Roupas,67,Palmas,XL,Oliva,Verão,4.2,Sim,Envio Em 2 Dias,Sim,Sim,49,Dinheiro,Bi-Semanalmente
131,44,Masculino,Jaqueta,Roupas,39,Florianópolis,L,Tolet,Cair,3.7,Sim,Ar Do Dia Seguinte,Sim,Sim,13,Dinheiro,Quinzenal
132,28,Masculino,Cinto,Acessórios,29,Natal,L,Indigo,Verão,3.9,Sim,Padrão,Sim,Sim,46,Cartão de Crédito,Semanalmente
133,30,Masculino,Jaqueta,Roupas,58,Natal,M,Laranja,Cair,4.7,Sim,Envio Em 2 Dias,Sim,Sim,42,Boleto Bancário,Semanalmente
134,52,Masculino,Tênis,Calçados,65,Cuiabá,M,Tolet,Inverno,2.5,Sim,Ar Do Dia Seguinte,Sim,Sim,25,Dinheiro,Anualmente
135,43,Masculino,Cinto,Acessórios,94,Florianópolis,L,Cinza,Cair,4.9,Sim,Retirada Na Loja,Sim,Sim,25,Boleto Bancário,Por Mês
136,43,Masculino,Sandálias,Calçados,81,Belo Horizonte,M,Roxa,Cair,4.1,Sim,Expressa,Sim,Sim,12,Dinheiro,Trimestral
137,39,Masculino,Chapéu,Acessórios,86,Porto Alegre,M,Branco,Inverno,3.3,Sim,Frete Grátis,Sim,Sim,4,Pix,Trimestral
138,68,Masculino,Meias,Acessórios,43,Brasília,M,Turquesa,Primavera,4.7,Sim,Frete Grátis,Sim,Sim,38,Boleto Bancário,Semanalmente
139,68,Masculino,Chapéu,Acessórios,29,Goiânia,M,Marrom,Inverno,4.4,Sim,Retirada Na Loja,Sim,Sim,42,Cartão de Crédito,Semanalmente
140,49,Masculino,Joias,Acessórios,95,Teresina,M,Branco,Cair,3.8,Sim,Retirada Na Loja,Sim,Sim,30,Transferência Bancária,Anualmente
141,63,Masculino,Mochila,Acessórios,28,Manaus,L,Yellow,Cair,3.9,Sim,Envio Em 2 Dias,Sim,Sim,50,Dinheiro,Semanalmente
142,56,Masculino,Bolsa,Acessórios,46,Cuiabá,M,Turquesa,Cair,4.9,Sim,Frete Grátis,Sim,Sim,45,Dinheiro,Semanalmente
143,37,Masculino,Shorts,Roupas,58,Fortaleza,L,Tolet,Cair,3.1,Sim,Frete Grátis,Sim,Sim,33,Dinheiro,Quinzenal
144,30,Masculino,Sandálias,Calçados,48,Teresina,M,Bege,Cair,2.7,Sim,Retirada Na Loja,Sim,Sim,25,Transferência Bancária,Trimestral
145,19,Masculino,Vestido,Roupas,43,Aracaju,M,Prata,Cair,3.2,Sim,Expressa,Sim,Sim,25,Boleto Bancário,Por Mês
146,24,Masculino,Tênis,Calçados,95,Natal,M,Cerceta,Cair,4.5,Sim,Padrão,Sim,Sim,44,Cartão de Débito,Trimestral
147,52,Masculino,Meias,Acessórios,30,Goiânia,S,Preto,Cair,4.0,Sim,Padrão,Sim,Sim,21,Dinheiro,Quinzenal
148,63,Masculino,Sandálias,Calçados,64,Natal,M,Roxa,Verão,3.5,Sim,Envio Em 2 Dias,Sim,Sim,31,Cartão de Débito,Quinzenal
149,37,Masculino,Sandálias,Calçados,90,Natal,M,Cinza,Cair,2.6,Sim,Retirada Na Loja,Sim,Sim,47,Pix,Anualmente
150,38,Masculino,Mochila,Acessórios,76,Salvador,M,Branco,Verão,3.2,Sim,Frete Grátis,Sim,Sim,14,Cartão de Crédito,Por Mês
151,35,Masculino,Moletom,Roupas,96,Porto Alegre,L,Ciano,Cair,4.9,Sim,Padrão,Sim,Sim,17,Dinheiro,Cada 3 Meses
152,28,Masculino,Tênis,Calçados,47,Manaus,L,Turquesa,Cair,4.5,Sim,Ar Do Dia Seguinte,Sim,Sim,3,Boleto Bancário,Anualmente
153,30,Masculino,Sandálias,Calçados,85,Curitiba,S,Marrom,Verão,4.3,Sim,Expressa,Sim,Sim,42,Boleto Bancário,Anualmente
154,69,Masculino,Meias,Acessórios,55,São Paulo,M,Marrom,Inverno,3.2,Sim,Padrão,Sim,Sim,22,Cartão de Débito,Anualmente
155,41,Masculino,Cinto,Acessórios,98,Brasília,M,Carvão,Cair,3.6,Sim,Ar Do Dia Seguinte,Sim,Sim,21,Pix,Trimestral
156,63,Masculino,Meias,Acessórios,77,Natal,S,Oliva,Primavera,4.3,Sim,Frete Grátis,Sim,Sim,21,Transferência Bancária,Trimestral
157,35,Masculino,Vestido,Roupas,26,João Pessoa,M,Lavanda,Cair,4.0,Sim,Padrão,Sim,Sim,40,Transferência Bancária,Anualmente
158,36,Masculino,Blusa,Roupas,68,Brasília,S,Yellow,Cair,3.0,Sim,Ar Do Dia Seguinte,Sim,Sim,1,Cartão de Crédito,Quinzenal
159,25,Masculino,Jaqueta,Roupas,73,Cuiabá,XL,Cerceta,Cair,4.1,Sim,Padrão,Sim,Sim,50,Dinheiro,Por Mês
160,58,Masculino,Cachecol,Acessórios,27,João Pessoa,M,Carvão,Cair,3.8,Sim,Retirada Na Loja,Sim,Sim,39,Transferência Bancária,Cada 3 Meses
161,27,Masculino,Jaqueta,Roupas,23,São Paulo,M,Laranja,Verão,4.6,Sim,Frete Grátis,Sim,Sim,34,Dinheiro,Por Mês
162,65,Masculino,Casaco,Roupas,49,Brasília,M,Oliva,Cair,3.0,Sim,Expressa,Sim,Sim,29,Boleto Bancário,Quinzenal
163,54,Masculino,Blusa,Roupas,74,Brasília,M,Turquesa,Verão,3.0,Sim,Retirada Na Loja,Sim,Sim,31,Dinheiro,Bi-Semanalmente
164,54,Masculino,Meias,Acessórios,67,Aracaju,M,Roxa,Verão,3.4,Sim,Padrão,Sim,Sim,8,Transferência Bancária,Semanalmente
165,59,Masculino,Shorts,Roupas,65,Porto Alegre,S,Roxa,Primavera,2.6,Sim,Frete Grátis,Sim,Sim,5,Cartão de Débito,Quinzenal
166,42,Masculino,Camisa,Roupas,60,Curitiba,S,Yellow,Inverno,2.8,Sim,Retirada Na Loja,Sim,Sim,7,Cartão de Débito,Por Mês
167,46,Masculino,Calças,Roupas,31,São Paulo,XL,Indigo,Cair,4.0,Sim,Retirada Na Loja,Sim,Sim,30,Cartão de Débito,Por Mês
168,33,Masculino,Shorts,Roupas,27,Teresina,M,Verde,Cair,4.0,Sim,Expressa,Sim,Sim,14,Pix,Cada 3 Meses
